374	Randolph College
375	William Jewell College
376	Saint Vincent College
377	Salisbury University
378	Louisiana Tech University
379	New Mexico Institute of Mining and Technology
380	Appalachian State University
381	Christopher Newport University
382	Hollins University
383	Birmingham-Southern College
384	Towson University
385	Morehouse College
386	Georgetown College
387	John Brown University
388	Missouri University of Science and Technology
389	University of Houston
390	Saint Mary's University, San Antonio
391	University of Cincinnati
392	Bellarmine University
393	SUNY, College at New Paltz
394	CUNY, Lehman College
395	California State University, Los Angeles
396	University of Minnesota, Morris
397	Temple University
398	Stetson University
399	Howard University
400	Saint Joseph's College
401	Berry College
402	Texas Tech University
403	Wisconsin Lutheran College
404	Simpson College
405	University of Central Florida
406	Huntington University
407	Weber State University
408	Dordt College
409	California State University, San Bernardino
410	Le Moyne College
411	North Dakota State University
412	Baldwin Wallace University
413	Warren Wilson College
414	Marietta College
415	Augustana College (Sioux Falls)
416	New Jersey Institute of Technology
417	University of La Verne
418	Adelphi University
419	California State University, Chico
420	Saint Mary's University of Minnesota
421	College of Charleston
422	Florida Institute of Technology
423	University of New Mexico
424	University of Rhode Island
425	Roanoke College
426	University of North Carolina, Wilmington
427	CUNY, College of Staten Island
428	California State University, Fresno
429	Randolph-Macon College
430	California State University, Sacramento
431	College of St. Scholastica
432	Clarke University
433	University of New England
434	Centenary College of Louisiana
435	University of South Florida
436	Wheeling Jesuit University
437	Spring Hill College
438	University of Montana
439	Converse College
440	Ohio University
441	Canisius College
442	New Mexico State University, Las Cruces
443	West Virginia University
444	Capital University
445	University of Maine, Orono
446	University of Wisconsin, Eau Claire
447	California Maritime Academy
448	North Greenville University
449	Sonoma State University
450	University of Hawaii, Manoa
451	Hofstra University
452	West Chester University of Pennsylvania
453	Georgia State University
454	Azusa Pacific University
455	Roger Williams University
456	University of Idaho
457	Salem College
458	Carroll University
459	Elmhurst College
460	Virginia Commonwealth University
461	Hartwick College
462	Jackson State University
463	Maryville University of Saint Louis
464	San Francisco State University
465	University of Massachusetts, Lowell
466	University of Alabama, Huntsville
467	Immaculata University
468	Moravian College
469	University of North Dakota
470	Belmont University
471	King's College
472	Milwaukee School of Engineering
473	Saint Edward's University
474	Vanguard University of Southern California
475	Lyon College
476	California State University, Stanislaus
477	Mercer University
478	Illinois State University
479	Lycoming College
480	University of Nevada, Reno
481	Saint John Fisher College
482	Hiram College
483	CUNY, John Jay College Criminal Justice
484	University of Northern Iowa
485	Oklahoma Baptist University
486	University of South Dakota
487	University of Alaska, Fairbanks
488	Saint Francis College
489	Fairleigh Dickinson University, Metropolitan Campus
490	North Central College
491	South Dakota State University
492	Lynn University
493	University of Colorado, Denver
494	University of Texas, Dallas
495	Oglethorpe University
496	Western State Colorado University
497	Pace University
498	University of North Carolina, Asheville
499	Oregon Institute of Technology
500	Hastings College
501	East Carolina University
502	Mary Baldwin College
503	University of North Florida
504	Rowan University
505	Old Dominion University
506	Otterbein University
507	California State University, Northridge
508	University of Alaska, Anchorage
509	Richard Stockton College of New Jersey
510	Elmira College
511	University of Texas, El Paso
512	Emory and Henry College
513	Wells College
514	Montclair State University
515	Bethel College
516	University of Texas, Pan American
517	Hood College
518	Alfred University
519	Guilford College
520	SUNY, College at Oneonta
521	Saint John's University (NY)
522	Mississippi College
523	Florida Atlantic University
524	University of North Carolina, Charlotte
525	Oklahoma City University
526	Abilene Christian University
527	Rider University
528	University of Alabama, Birmingham
529	Embry-Riddle Aeronautical University, Daytona Beach
530	Maryville College
531	University of Massachusetts, Boston
532	Humboldt State University
533	Saint Catherine University
534	University of the Ozarks
535	Florida Southern College
536	University of Colorado, Colorado Springs
537	California State University, East Bay
538	Farmingdale State College
539	Florida International University
540	Carthage College
541	Rhode Island College
542	University of Missouri, Saint Louis
543	Queens University of Charlotte
544	University of North Carolina, Greensboro
545	Wilmington University
546	Northern Arizona University
547	Grand Valley State University
548	University of Louisville
549	Alma College
550	Loyola University New Orleans
551	Montana Tech of the University of Montana
552	University of Hartford
553	University of Southern Mississippi
554	Monmouth College
555	Millikin University
556	Utah Valley University
557	Southern Illinois University Edwardsville
558	High Point University
559	Andrews University
560	Rocky Mountain College
561	Ball State University
562	Meredith College
563	Oral Roberts University
564	Portland State University
565	University of Nebraska, Omaha
566	Saint Cloud State University
567	Nova Southeastern University
568	Webster University
569	Millersville University
570	Wichita State University
571	University of New Orleans
572	University of Louisiana, Lafayette
573	Texas Woman's University
574	Wayne State University
575	Missouri State University
576	Western Kentucky University
577	Carson-Newman University
578	Anderson University
579	Albright College
580	Benedictine University
581	University of North Texas
582	Ashland University
583	Barry University
584	Claflin University
585	Western Michigan University
586	Southern Illinois University, Carbondale
587	Sam Houston State University
588	Murray State University
589	North Carolina A&T State University
590	Illinois College
591	University of Arkansas, Little Rock
592	University of Mount Union
593	University of South Alabama
594	Kent State University
595	Georgia Southern University
596	Fort Lewis College
597	University of West Florida
598	University of Wisconsin, Milwaukee
599	Catawba College
600	University of Nevada, Las Vegas
601	University of Texas, Arlington
602	Lamar University
603	Northern Illinois University
604	Texas A&M University, Corpus Christi
605	Russell Sage College
606	Idaho State University
607	Indiana University-Purdue University, Indianapolis
608	Southeastern Louisiana University
609	University of Memphis
610	University of Northern Colorado
611	University of Tampa
612	Middle Tennessee State University
613	Oakland University
614	Florida Agricultural and Mechanical University
615	Texas State University, San Marcos
616	Minnesota State University, Mankato
617	Stephen F. Austin State University
618	Christian Brothers University
619	University of Akron
620	Northern Kentucky University
621	Kennesaw State University
622	East Tennessee State University
623	Liberty University
624	Bowling Green State University
625	Boise State University
626	Central Michigan University
627	Western Illinois University
628	University of Toledo
629	Indiana University of Pennsylvania
630	Troy University
631	Texas A&M University, Kingsville
632	Tuskegee University
633	Wright State University
634	Coastal Carolina University
635	University of Missouri, Kansas City
636	Eastern Michigan University
637	University of Central Oklahoma
638	Metropolitan State University of Denver
639	Columbia College Chicago
640	Youngstown State University
641	University of Texas, San Antonio
642	Colorado Mesa University
643	Tennessee State University
644	Texas A&M University, Commerce
645	Eastern Kentucky University
646	Cleveland State University
647	Indiana State University
648	Morgan State University
649	Texas Southern University
650	Johnson & Wales University
